曲名	站	页面id	页数	类型	目录
陳奕迅 - 孤獨探戈	jianpucn	234424	2	改编	陳奕迅 - 孤獨探戈 (伴奏) 孤獨探戈 (伴奏) -__jianpucn-234424
陳奕迅 孤獨探戈 伴奏	jianpucn	218949	2	改编	陳奕迅 孤獨探戈 伴奏__jianpucn-218949
陶喆 爱很简单	qupu123	371964	4	改编	陶喆 爱很简单 吉他谱（无限延音编配）__qupu123-371964
随他去	qupu123	356928	3	简谱	随他去（Let It Be 困难版）__qupu123-356928
随感	qupu123	325224	1	简谱	随感__qupu123-325224
随梦而长	qupu123	334167	2	简谱	随梦而长（刘志毅词_周佳荣曲）__qupu123-334167
随风	jianpujia	26396	1	简谱	随风简谱(歌词)_周深演唱__古董局中局_影视剧插曲__jianpujia-26396
随风而逝	jianpucn	96494	1	简谱	随风而逝(《乱世佳人》主题曲)__jianpucn-96494
隐形人	jianpucn	101865	2	简谱	隐形人__jianpucn-101865
隔空的思念	qupu123	329684	1	简谱	隔空的思念__qupu123-329684
难以把你放下草原丁喜萨斯原创曲	jianpujia	238455	1	简谱	难以把你放下草原丁喜萨斯原创曲简谱_草原西子演唱_马正寿、黎敦武_草原丁喜、马正寿词曲__jianpujia-238455
难忘今宵	jianpucn	34827	1	简谱	难忘今宵__jianpucn-34827
难忘在记忆里	qupu123	326790	1	简谱	难忘在记忆里__qupu123-326790
难忘杭州	qupu123	322686	3	改编	难忘杭州（正谱）__qupu123-322686
难忘桃花江	jianpujia	18375	1	简谱	难忘桃花江简谱(歌词)_雷佳演唱_王wzh曲谱__jianpujia-18375
难忘的一天——许巍	jianpucn	193466	2	简谱	难忘的一天——许巍__jianpucn-193466
难忘的一天尤克里里谱	jianpucn	458274	1	改编	难忘的一天尤克里里谱（ C调 ）__jianpucn-458274
难忘的爱人	jianpucn	174715	1	简谱	难忘的爱人(闽南语)__jianpucn-174715
难忘草原绽继业词刘布扬曲难忘草原	jianpujia	404043	1	简谱	难忘草原绽继业词刘布扬曲难忘草原_绽继业词_刘布扬曲简谱__jianpujia-404043
难舍的情结	qupu123	310071	1	简谱	难舍的情结__qupu123-310071
雁	qupu123	318230	2	改编	雁（蒙古民歌）（无伴奏合唱、五线谱）__qupu123-318230
雌雄同体	jianpucn	131086	2	简谱	雌雄同体__jianpucn-131086
雨一直下	qupu123	378854	1	简谱	雨一直下__qupu123-378854
雨下一整晚尤克里里谱	jianpucn	462609	1	改编	雨下一整晚尤克里里谱（ G调尤克里里弹唱谱）__jianpucn-462609
雨不停心不定	jianpujia	18681	1	简谱	雨不停心不定简谱(歌词)_邓丽君演唱_王wzh曲谱__jianpujia-18681
雨丝情愁	qupu123	305329	1	简谱	雨丝情愁__qupu123-305329
雨后初晴	jianpucn	462166	1	改编	雨后初晴 （ C调原版编配）__jianpucn-462166
雨天尤克里里谱	jianpucn	458264	1	改编	雨天尤克里里谱（ C调高清 ）__jianpucn-458264
雨歇微凉	qupu123	329852	1	简谱	雨歇微凉__qupu123-329852
雨江南	qupu123	323879	3	改编	雨江南（五线谱）__qupu123-323879
雨爱	qupu123	251181	3	简谱	雨爱__qupu123-251181
雨爱&nbsp;&nbsp;	jianpucn	131064	1	简谱	雨爱&nbsp;&nbsp;__jianpucn-131064
雨花石	qupu123	323754	2	改编	雨花石（肖仁、徐家察词_龚耀年曲、正谱）__qupu123-323754
雨衣	jianpucn	6910	1	简谱	雨衣__jianpucn-6910
雪中的传奇	qupu123	322210	1	简谱	雪中的传奇__qupu123-322210
雪地上的回忆	jianpucn	433078	1	改编	雪地上的回忆（台湾伴奏版）__jianpucn-433078
雪娃娃	qupu123	328400	2	简谱	雪娃娃（罗晓航词曲）__qupu123-328400
雪花落下钢琴	jianpujia	155041	6	改编	雪花落下钢琴简谱_数字双手_周深__jianpujia-155041
雪花，发给我一串微信	qupu123	315710	1	简谱	雪花，发给我一串微信__qupu123-315710
雪落下的声音钢琴	jianpujia	152774	2	改编	雪落下的声音钢琴简谱_数字双手_陆虎_周深__jianpujia-152774
雪钟花	jianpucn	41201	1	简谱	雪钟花__jianpucn-41201
零缺点��	jianpucn	213286	2	简谱	零缺点��__jianpucn-213286
雷锋精神代代传	qupu123	335451	1	简谱	雷锋精神代代传__qupu123-335451
需要人陪	jianpujia	14681	8	简谱	需要人陪简谱_王力宏_这无声的夜，现在的我，需要人陪__jianpujia-14681
需要人陪钢琴	jianpujia	246365	4	改编	需要人陪钢琴简谱_王力宏演唱__jianpujia-246365
霍元甲	qupu123	307438	1	简谱	霍元甲__qupu123-307438
青冢草青青	qupu123	334173	1	简谱	青冢草青青（蒋燕_词曲）__qupu123-334173
青原赋 &nbsp;&nbsp;	jianpucn	475606	6	简谱	青原赋 &nbsp;&nbsp;__jianpucn-475606
青山留给后来人	jianpucn	283388	1	简谱	青山留给后来人（电影《林海情》插曲）__jianpucn-283388
青春北京	qupu123	328208	1	简谱	青春北京__qupu123-328208
青春呼唤雨	qupu123	332995	2	简谱	青春呼唤雨_青春呼唤风__qupu123-332995
青春大爱	qupu123	315877	2	改编	青春大爱（姚建熊词_邵丹_王连才曲、正谱）__qupu123-315877
青春是首歌	qupu123	323237	1	简谱	青春是首歌__qupu123-323237
青春的味道	qupu123	311031	1	简谱	青春的味道__qupu123-311031
青春的韵动	qupu123	325834	1	简谱	青春的韵动__qupu123-325834
青春的风景	qupu123	328840	1	简谱	青春的风景__qupu123-328840
青春闪亮	qupu123	333881	2	简谱	青春闪亮（赖明友_词曲）__qupu123-333881
青涩少年	qupu123	306530	1	简谱	青涩少年__qupu123-306530
青白江	qupu123	335428	2	改编	青白江（五线谱）__qupu123-335428
青花瓷 完美05895464	jianpucn	218216	2	简谱	青花瓷 完美05895464__jianpucn-218216
青花瓷-zhanglei7781编配版	jianpucn	201522	2	改编	青花瓷-zhanglei7781编配版__jianpucn-201522
青花瓷即兴	jianpucn	177920	2	简谱	青花瓷即兴__jianpucn-177920
青花瓷完善弹唱版	jianpucn	192697	2	改编	青花瓷完善弹唱版__jianpucn-192697
青花瓷带和弦、五线谱	jianpujia	405035	2	改编	青花瓷带和弦、五线谱简谱_周杰伦演唱_方文山_周杰伦词曲__jianpujia-405035
青藏高原 —	jianpucn	229416	1	简谱	青藏高原 — （电视剧《天路》主题歌）__jianpucn-229416
青青世界2	jianpucn	196452	1	简谱	青青世界2__jianpucn-196452
青鸟	jianpucn	1783	1	简谱	青鸟__jianpucn-1783
青鸟II	jianpucn	145776	3	改编	青鸟II（高清吉他六线谱）__jianpucn-145776
面对男生的房间	jianpucn	178027	2	简谱	面对男生的房间__jianpucn-178027
面朝大海	qupu123	381438	4	简谱	面朝大海_春暖花开__qupu123-381438
面朝大海 春暖花开	qupu123	222957	1	简谱	面朝大海 春暖花开__qupu123-222957
面朝大海，春暧花开	qupu123	74983	1	简谱	面朝大海，春暧花开__qupu123-74983
韩红-家乡	jianpucn	95877	1	简谱	韩红-家乡__jianpucn-95877
项羽虞姬尤克里里谱	jianpucn	461011	1	改编	项羽虞姬尤克里里谱（ G调 ）__jianpucn-461011
顺境逆境一笑而过	qupu123	383021	3	简谱	顺境逆境一笑而过__qupu123-383021
颂祖国	qupu123	328318	5	改编	颂祖国（新疆维吾尔族民歌）（五线谱）__qupu123-328318
预感	jianpucn	39933	3	简谱	预感__jianpucn-39933
领悟	qupu123	261725	3	简谱	领悟（李宗盛词曲）__qupu123-261725
领航灯	qupu123	305182	1	简谱	领航灯__qupu123-305182
额吉淖尔	jianpucn	448020	1	简谱	额吉淖尔__jianpucn-448020
额吉的羊羔	jianpujia	228154	1	改编	额吉的羊羔(草原丁喜萨克斯原创曲)简谱_草原静静演唱_马正寿曲谱__jianpujia-228154
颠倒歌高清彩谱	jianpucn	473380	3	简谱	颠倒歌高清彩谱__jianpucn-473380
风·雨	qupu123	322243	3	改编	风·雨（正谱）__qupu123-322243
风中有朵雨做的云-龙斯明	jianpucn	101839	2	简谱	风中有朵雨做的云-龙斯明__jianpucn-101839
风中有朵雨做的云演奏版	jianpucn	228522	2	简谱	风中有朵雨做的云演奏版__jianpucn-228522
风中的思绪	qupu123	313304	1	简谱	风中的思绪__qupu123-313304
风云决	jianpucn	90572	2	简谱	风云决__jianpucn-90572
风华版 白桦林	jianpucn	215412	1	简谱	风华版 白桦林__jianpucn-215412
风华版 笨小孩	jianpucn	215411	1	简谱	风华版 笨小孩__jianpucn-215411
风吹麦浪尤克里里谱	jianpucn	462743	1	改编	风吹麦浪尤克里里谱（ C调女声版）__jianpucn-462743
风吹黄昏	jianpucn	306101	1	简谱	风吹黄昏__jianpucn-306101
风带不走忧伤	qupu123	318024	1	简谱	风带不走忧伤__qupu123-318024
风歌	qupu123	321605	1	简谱	风歌（土家野夫词 林夕子曲）__qupu123-321605
风笑痴	jianpucn	201460	1	简谱	风笑痴__jianpucn-201460
风笑痴 吉他类 流行	jianpucn	91266	1	改编	风笑痴 吉他类 流行__jianpucn-91266
风筝与风 键盘类 钢琴	jianpucn	114378	2	改编	风筝与风 键盘类 钢琴__jianpucn-114378
风筝完美	jianpucn	216704	2	改编	风筝完美弹唱谱__jianpucn-216704
风继续吹	jianpujia	74782	2	简谱	风继续吹简谱_张国荣演唱_珠落玉盘上传__jianpujia-74782
风继续吹钢琴	jianpujia	150235	5	改编	风继续吹钢琴简谱_张国荣演唱__jianpujia-150235
风行	jianpucn	213580	3	简谱	风行__jianpucn-213580
风过草原杨晓华词陈咏秋曲风过草原杨晓华词	jianpujia	344512	1	简谱	风过草原杨晓华词陈咏秋曲风过草原杨晓华词_陈咏秋曲简谱__jianpujia-344512
风铃	qupu123	321440	1	简谱	风铃（纪铭战词 南风曲）__qupu123-321440
风铃叮叮当钢琴	jianpujia	148525	4	改编	风铃叮叮当钢琴简谱_儿歌演唱__jianpujia-148525
风雨人生慢慢领悟	qupu123	392093	1	简谱	风雨人生慢慢领悟__qupu123-392093
风雨同路	jianpucn	90113	1	简谱	风雨同路__jianpucn-90113
风雨同路 吉他弹唱	jianpucn	223089	1	改编	风雨同路 吉他弹唱__jianpucn-223089
风雨彩虹 铿锵玫瑰	jianpucn	90328	1	简谱	风雨彩虹 铿锵玫瑰__jianpucn-90328
风雨无阻－－周华健	jianpucn	84686	1	简谱	风雨无阻－－周华健__jianpucn-84686
风雪中的彩蝶	qupu123	317687	1	简谱	风雪中的彩蝶__qupu123-317687
飘向北方	jianpucn	457347	2	简谱	飘向北方__jianpucn-457347
飘移世界	jianpucn	132273	2	简谱	飘移世界__jianpucn-132273
飘雪&nbsp;&nbsp;	jianpucn	257852	1	简谱	飘雪&nbsp;&nbsp;__jianpucn-257852
飘零燕	jianpucn	340491	1	简谱	飘零燕__jianpucn-340491
飘零燕尤克里里谱	jianpucn	462553	1	改编	飘零燕尤克里里谱（ C调男生版）__jianpucn-462553
飞云之下	jianpucn	469233	1	改编	飞云之下 （韩红 G调原版编配）__jianpucn-469233
飞云之下尤克里里谱	jianpucn	462462	1	改编	飞云之下尤克里里谱（ G调尤克里里弹唱谱）__jianpucn-462462
飞天利箭	jianpujia	12652	1	简谱	飞天利箭简谱(歌词)_谭晶演唱_桃李醉春风记谱__jianpujia-12652
飞得更高尤克里里谱	jianpucn	460997	1	改编	飞得更高尤克里里谱（ G调 ）__jianpucn-460997
飞灰	qupu123	322581	1	简谱	飞灰__qupu123-322581
飞的更高	jianpucn	91164	1	简谱	飞的更高__jianpucn-91164
飞的更高-弹唱 吉他类 流行	jianpucn	112929	2	改编	飞的更高-弹唱 吉他类 流行__jianpucn-112929
飞蛾	jianpujia	10617	1	简谱	飞蛾简谱(歌词)_许嵩演唱_桃李醉春风记谱__jianpujia-10617
飞行中的思念	jianpucn	89961	1	简谱	飞行中的思念__jianpucn-89961
飞行模式	jianpucn	466661	2	改编	飞行模式 （ C调原版编配）__jianpucn-466661
飞驰于你	jianpujia	21761	1	简谱	飞驰于你简谱(歌词)_许嵩演唱_谱友门酱胡安上传__jianpujia-21761
饮歌	jianpucn	103832	2	简谱	饮歌__jianpucn-103832
饮歌 - �]�攕hy�y 上传版 �]�攕hy�y 上传版 -	jianpucn	235531	2	简谱	饮歌 - �]�攕hy�y 上传版 �]�攕hy�y 上传版 -__jianpucn-235531
饮歌 - �]�攕hy�y﹏.上传版	jianpucn	103188	2	简谱	饮歌 - �]�攕hy�y﹏.上传版__jianpucn-103188
饮歌-kohaku	jianpucn	100134	2	简谱	饮歌-kohaku__jianpucn-100134
饮酒	qupu123	324351	1	简谱	饮酒（五）__qupu123-324351
饮酒歌	qupu123	377942	5	简谱	饮酒歌（选自歌剧《茶花女》）__qupu123-377942
饿狼传说 -C调	jianpucn	463651	2	简谱	饿狼传说 -C调__jianpucn-463651
饿狼传说尤克里里谱	jianpucn	462461	1	改编	饿狼传说尤克里里谱（ C调尤克里里弹唱谱）__jianpucn-462461
饿狼传说钢琴	jianpujia	149539	4	改编	饿狼传说钢琴简谱_张学友演唱__jianpujia-149539
香呀热罗草原丁喜萨克斯曲	jianpujia	233730	3	改编	香呀热罗草原丁喜萨克斯曲简谱_草原丁喜演唱_马正寿__谱：草原丁喜词曲__jianpujia-233730
马兰谣	jianpujia	7504	4	简谱	马兰谣简谱_儿歌_李思琳让你回到天真无邪的童年中__jianpujia-7504
驴友歌	qupu123	306655	1	简谱	驴友歌__qupu123-306655
骆驼	qupu123	335918	1	简谱	骆驼（蒋帅词_贺文广曲）__qupu123-335918
骆驼尤克里里谱	jianpucn	462678	1	改编	骆驼尤克里里谱（ G调简单版）__jianpucn-462678
骏马奔驰	qupu123	325246	6	改编	骏马奔驰（陆樯填词_骆季超曲、正谱）__qupu123-325246
骏马颂	qupu123	322687	3	改编	骏马颂（正谱）__qupu123-322687
骑士精神	jianpucn	58813	1	简谱	骑士精神__jianpucn-58813
高唱一曲荣耻歌	qupu123	325243	4	改编	高唱一曲荣耻歌（正谱）__qupu123-325243
高尚钢琴	jianpujia	149384	7	改编	高尚钢琴简谱_薛之谦演唱__jianpujia-149384
高山青	jianpucn	55031	1	简谱	高山青(台湾民歌)__jianpucn-55031
高手	qupu123	307454	1	简谱	高手__qupu123-307454
魅力中国城	qupu123	307362	1	简谱	魅力中国城（中央电视台《魅力中国城》主题曲）__qupu123-307362
魅力长安	qupu123	307762	1	简谱	魅力长安__qupu123-307762
魅力鹿西岛	qupu123	328182	2	简谱	魅力鹿西岛__qupu123-328182
魔咒	qupu123	324763	1	简谱	魔咒__qupu123-324763
魔术先生 钢琴	jianpucn	218154	2	改编	魔术先生 钢琴弹唱谱__jianpucn-218154
魔杰座 说好的幸福呢 伴奏谱	jianpucn	218388	2	改编	魔杰座 说好的幸福呢 伴奏谱__jianpucn-218388
魔杰座```说好的幸福呢 完整版 绫枫	jianpucn	218436	2	简谱	魔杰座```说好的幸福呢 完整版 绫枫__jianpucn-218436
鲁冰花简谱儿歌	jianpujia	15690	8	简谱	鲁冰花简谱儿歌_歌颂母爱的经典__jianpujia-15690
鸟翅	jianpucn	39388	1	简谱	鸟翅__jianpucn-39388
鸽子花城	qupu123	308011	1	简谱	鸽子花城（侠名词 周永财曲）__qupu123-308011
麒麟传奇	qupu123	333298	1	简谱	麒麟传奇__qupu123-333298
麻雀	jianpucn	457427	2	改编	麻雀 （ C调原版编配）__jianpucn-457427
麻雀尤克里里谱	jianpucn	462365	1	改编	麻雀尤克里里谱（ 麻雀F调尤克里里弹唱谱）__jianpucn-462365
黄昏的声音	qupu123	305419	1	简谱	黄昏的声音__qupu123-305419
黄河上太阳在升腾——祖国晨曲	qupu123	323878	4	改编	黄河上太阳在升腾——祖国晨曲（正谱）__qupu123-323878
黄河口之恋	qupu123	333130	2	简谱	黄河口之恋（李红林_词曲）__qupu123-333130
黄河夜月	qupu123	322802	5	改编	黄河夜月（正谱）__qupu123-322802
黄河母亲地久天长	qupu123	305338	1	简谱	黄河母亲地久天长__qupu123-305338
黄河颂 钢伴谱	jianpucn	223001	2	简谱	黄河颂 钢伴谱__jianpucn-223001
黄浦江边的路上	qupu123	321775	1	简谱	黄浦江边的路上__qupu123-321775
黄玫瑰	jianpucn	472153	1	改编	黄玫瑰 （ G调指法原版编配）__jianpucn-472153
黄鹤楼	jianpujia	8958	1	简谱	黄鹤楼简谱(歌词)_谭晶演唱_岭南印象曲谱__jianpujia-8958
黎明草原	jianpujia	433127	1	简谱	黎明草原简谱_草原雨荷演唱__jianpujia-433127
黑夜不再来	jianpucn	122198	2	简谱	黑夜不再来__jianpucn-122198
黑夜的献诗	qupu123	322425	1	简谱	黑夜的献诗__qupu123-322425
黑夜问白天	jianpucn	458394	2	改编	黑夜问白天 （ C调原版编配）__jianpucn-458394
黑暗中漫舞	jianpucn	467882	4	改编	黑暗中漫舞 （ G调指法编配）__jianpucn-467882
黑暗骑士	jianpucn	457346	2	简谱	黑暗骑士__jianpucn-457346
黑月光钢琴	jianpujia	383552	8	改编	黑月光钢琴简谱_张碧晨_毛不易演唱__jianpujia-383552
黑白世界	qupu123	328538	1	简谱	黑白世界__qupu123-328538
黑白画映	jianpucn	419920	2	改编	黑白画映(《吻别 歌曲改编的钢琴曲》)__jianpucn-419920
黑白画映-弹唱 吉他类 流行	jianpucn	112923	2	改编	黑白画映-弹唱 吉他类 流行__jianpucn-112923
黑白讲尤克里里谱	jianpucn	462683	1	改编	黑白讲尤克里里谱（ 黑白讲G调尤克里里弹唱谱）__jianpucn-462683
黑眼睛红豆	qupu123	43125	1	简谱	黑眼睛红豆__qupu123-43125
黑眼睛金波词杨春华曲、儿歌黑眼睛金波词	jianpujia	397525	1	简谱	黑眼睛金波词杨春华曲、儿歌黑眼睛金波词_杨春华曲、儿歌简谱__jianpujia-397525
黑色幽默 歌曲类 钢琴伴奏谱	jianpucn	112327	2	改编	黑色幽默 歌曲类 钢琴伴奏谱__jianpucn-112327
黑色幽默-	jianpucn	230283	2	改编	黑色幽默- （C调弹唱版）__jianpucn-230283
黑色幽默尤克里里谱	jianpucn	462096	1	改编	黑色幽默尤克里里谱（ C调四 ）__jianpucn-462096
黑色快车	qupu123	305407	1	简谱	黑色快车__qupu123-305407
黑色柳丁&nbsp;&nbsp;	jianpucn	36173	1	简谱	黑色柳丁&nbsp;&nbsp;__jianpucn-36173
黑色毛衣	jianpucn	103440	2	简谱	黑色毛衣__jianpucn-103440
黑色毛衣 -05895464版	jianpucn	103158	2	简谱	黑色毛衣 -05895464版__jianpucn-103158
黑色毛衣尤克里里谱	jianpucn	460948	1	改编	黑色毛衣尤克里里谱（ C调 ）__jianpucn-460948
黑蝙蝠中队尤克里里谱	jianpucn	462684	1	改编	黑蝙蝠中队尤克里里谱（ G调尤克里里弹唱谱）__jianpucn-462684
黑雾	qupu123	298710	3	改编	黑雾（降E调正谱）__qupu123-298710
默读伤悲尤克里里谱	jianpucn	462787	1	改编	默读伤悲尤克里里谱（ C调尤克里里弹唱谱）__jianpucn-462787
默默牵念万缕缘愁	qupu123	327122	1	简谱	默默牵念万缕缘愁__qupu123-327122
鼓浪屿	qupu123	304782	1	简谱	鼓浪屿（西安词 李娜曲）__qupu123-304782
齐豫-九月的高跟鞋	jianpucn	95911	1	简谱	齐豫-九月的高跟鞋__jianpucn-95911
龙之歌	qupu123	330969	2	简谱	龙之歌（作词：杜劲松_作曲：李怀东）__qupu123-330969
龙华的桃花	qupu123	336065	2	改编	龙华的桃花（五线谱）__qupu123-336065
龙卷风 单旋律 歌词	jianpucn	215233	1	简谱	龙卷风 单旋律 歌词__jianpucn-215233
龙卷风-铜罗烧版	jianpucn	101174	2	简谱	龙卷风-铜罗烧版__jianpucn-101174
